pl_hostname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_radj,hip_name,ra,dec,st_radv,st_radverr1,st_radverr2,st_optmag,st_optmagerr,st_optband,st_bmvj,st_bmvjerr,st_rad,st_raderr1,st_raderr2,st_metfe,st_metfeerr1,st_metfeerr2,st_teff,st_tefferr1,st_tefferr2,st_logg,st_loggerr1,st_loggerr2,st_age,st_ageerr1,st_ageerr2,pl_disc_refname,pl_letter
HD 102195,4.11377000,0.00056000,-0.00056000,0.050000,0.000000,0.000000,0.000000,,,,,,0.41000,0.02000,-0.02000,0,,HIP 57370,176.426224,2.821483,2.13,0.00,-0.00,8.062,0.014,V (Johnson),0.835,,0.82,0.01,-0.01,0.040,,,5301.00,6.00,-6.00,4.49,0.02,-0.02,,,,Ge et al. 2006,b
BD+15 2375,153.22000000,0.44000000,-0.44000000,0.576000,0.027000,-0.027000,0.001000,0.250000,-0.001000,,,,1.06100,0.27000,-0.27000,0,,,176.482174,14.616381,-9.65,0.03,-0.03,10.310,0.023,V (Johnson),1.050,0.008,8.95,1.45,-1.45,-0.220,0.080,-0.080,4649.00,30.00,-30.00,2.61,0.12,-0.12,7.410,3.810,-2.520,Niedzielski et al. 2016,b
HD 102272,127.58000000,0.30000000,-0.30000000,0.510000,0.030000,-0.030000,0.050000,0.040000,-0.040000,,,,4.94000,0.64000,-0.64000,0,,HIP 57428,176.598068,14.123986,-11.40,0.16,-0.16,8.690,,V (Johnson),1.020,,10.30,0.97,-0.97,-0.410,,,4790.00,40.00,-40.00,2.58,0.00,0.00,,,,Niedzielski et al. 2009,b
HATS-53,3.85377680,0.00000380,-0.00000380,0.047530,0.000660,-0.000660,0.330000,,,88.780,0.550,-0.550,0.59500,0.08900,-0.08900,0,1.340,,176.628006,-33.860054,71.95,0.01,-0.01,13.790,0.030,V (Johnson),,,1.10,0.03,-0.02,,,,5644.00,94.00,-94.00,4.34,0.02,-0.02,9.000,1.900,-1.900,Henning et al. 2018,b
HD 102365,122.10000000,0.30000000,-0.30000000,0.460000,0.040000,-0.040000,0.340000,0.140000,-0.140000,,,,0.05000,0.00800,-0.00800,0,,HIP 57443,176.629471,-40.500355,16.80,0.10,-0.10,4.910,,V (Johnson),0.660,,,,,-0.260,,,5630.00,,,4.57,,,9.000,3.000,-3.000,Tinney et al. 2011,b
K2-42,6.68796000,0.00093000,-0.00093000,0.061700,0.001300,-0.001300,,,,,,,,,,,0.192,,176.665726,-5.171913,,,,15.023,0.020,V (Johnson),1.073,0.073,0.64,0.04,-0.04,,,,4613.00,71.00,-71.00,4.66,0.05,-0.05,,,,Crossfield et al. 2016,b
HD 102329,778.09998000,7.50000000,-7.50000000,1.810000,0.070000,-0.070000,0.210000,0.040000,-0.040000,,,,8.16000,2.19000,-2.19000,0,,HIP 57467,176.694351,3.474293,14.88,0.16,-0.16,8.040,,V (Johnson),1.040,,9.82,0.75,-0.75,0.050,,,4745.00,71.00,-71.00,2.96,0.16,-0.16,,,,Johnson et al. 2011,b
HD 102329,1123.00000000,79.00000000,-53.00000000,,,,0.209000,0.231000,-0.202000,,,,1.52000,0.30000,-0.25000,0,,HIP 57467,176.694351,3.474293,14.88,0.16,-0.16,8.040,,V (Johnson),1.040,,9.82,0.75,-0.75,0.050,,,4745.00,71.00,-71.00,2.96,0.16,-0.16,,,,Bryan et al. 2016,c
HATS-2,1.35413300,0.00000100,-0.00000100,0.023000,0.000300,-0.000300,0.000000,,,87.200,0.700,-0.700,1.34500,0.15000,-0.15000,0,1.168,,176.739094,-22.562992,,,,13.562,0.016,V (Johnson),,,0.90,0.02,-0.02,0.150,0.050,-0.050,5227.00,95.00,-95.00,4.48,0.02,-0.02,9.700,2.900,-2.900,Mohler-Fischer et al. 2013,b
Ross 128,9.86580000,0.00700000,-0.00700000,0.049600,0.001700,-0.001700,0.116000,0.097000,-0.097000,,,,0.00440,0.00066,-0.00066,0,,HIP 57548,176.934982,0.804563,-30.90,0.00,-0.00,11.150,,V (Johnson),1.740,0.020,0.20,0.01,-0.01,-0.020,0.080,-0.080,3192.00,60.00,-60.00,,,,5.000,,,Bonfils et al. 2017,b
K2-49,2.77065000,0.00015000,-0.00015000,0.030900,0.002900,-0.002900,,,,,,,,,,,0.172,,177.320206,3.475569,,,,15.668,0.080,V (Johnson),1.475,0.170,0.45,0.12,-0.12,,,,4175.00,97.00,-97.00,4.81,0.11,-0.11,,,,Crossfield et al. 2016,b
BD+03 2562,481.90000000,2.70000000,-2.80000000,1.300000,0.100000,-0.100000,0.200000,0.120000,-0.080000,,,,6.40000,1.30000,-1.30000,0,,,177.564804,2.760142,50.88,0.06,-0.06,9.580,0.010,V (Johnson),1.270,0.090,32.35,8.82,-8.82,-0.710,0.090,-0.090,4095.00,20.00,-20.00,1.89,0.10,-0.10,5.200,4.750,-2.750,Villaver et al. 2017,b
HD 102843,3090.94200000,295.04900000,-295.04900000,4.074000,0.270000,-0.270000,0.110000,0.070000,-0.070000,,,,0.35837,0.04562,-0.04562,0,,HIP 57735,177.587204,-1.252453,21.70,0.14,-0.14,9.268,0.023,V (Johnson),0.782,0.041,,,,,,,5436.00,144.00,-69.00,,,,,,,Feng et al. 2019,b
HD 102956,6.49470000,0.00019000,-0.00019000,0.080700,0.007300,-0.007300,0.037000,0.019000,-0.019000,,,,0.96000,0.02300,-0.02300,0,,HIP 57820,177.843796,57.640736,-25.95,0.14,-0.14,7.860,,V (Johnson),0.973,0.019,4.55,,,,,,4985.00,,,3.38,,,,,,Johnson et al. 2010,b
K2-14,8.36802000,0.00019000,-0.00019000,0.062700,0.000600,-0.000600,,,,,,,,,,,0.429,,178.057022,2.594245,,,,16.310,0.070,V (Johnson),1.426,0.175,0.45,0.01,-0.01,-0.370,0.030,-0.040,3789.00,17.00,-16.00,,,,,,,Montet et al. 2015,b
K2-15,11.81040000,0.00204000,-0.00204000,0.091000,0.001800,-0.001800,,,,,,,,,,,0.221,,178.110794,4.254747,,,,14.663,0.050,V (Johnson),0.827,0.078,0.68,0.06,-0.03,-0.460,0.200,-0.140,5131.00,69.00,-65.00,,,,,,,Montet et al. 2015,b
K2-6,30.94191000,0.00467000,-0.00467000,0.189800,0.005600,-0.005600,,,,,,,,,,,0.223,,178.192261,-1.198477,7.69,1.07,-1.07,12.654,0.040,V (Johnson),0.648,0.064,0.96,0.14,-0.09,-0.140,0.170,-0.200,5850.00,79.00,-98.00,,,,,,,Montet et al. 2015,b
HD 103197,47.84000000,0.03000000,-0.03000000,0.250000,0.000000,0.000000,0.000000,,,,,,0.09000,0.02000,-0.02000,0,,HIP 57931,178.220749,-50.292824,-4.55,0.21,-0.21,9.391,0.017,V (Johnson),0.914,0.031,0.88,0.03,-0.03,0.220,,,5250.00,84.00,-84.00,4.45,0.15,-0.15,,,,Mordasini et al. 2011,b
K2-17,17.96753000,0.00152000,-0.00152000,0.119000,0.002000,-0.002000,,,,,,,,,,,0.199,,178.329773,6.412261,-10.67,3.42,-3.42,13.519,0.040,V (Johnson),1.300,0.072,0.66,0.02,-0.03,0.150,0.090,-0.220,4320.00,56.00,-47.00,,,,,,,Montet et al. 2015,b
HD 103720,4.55570000,0.00010000,-0.00010000,0.049800,0.000800,-0.000800,0.086000,0.024000,-0.024000,,,,0.62000,0.02500,-0.02500,0,,HIP 58237,179.171600,-2.778953,-6.50,1.40,-1.40,9.490,,V (Johnson),0.950,,0.73,0.02,-0.02,-0.020,0.060,-0.060,5017.00,88.00,-88.00,4.43,0.16,-0.16,3.800,3.700,-3.700,Moutou et al. 2015,b
HD 103774,5.88810000,0.00050000,-0.00050000,0.070000,0.001000,-0.001000,0.090000,0.040000,-0.040000,,,,0.36700,0.02200,-0.02200,0,,HIP 58263,179.231628,-12.107909,-3.05,0.00,-0.00,7.121,0.011,V (Johnson),0.490,0.019,,,,0.280,0.060,-0.060,6489.00,77.00,-77.00,4.26,0.13,-0.13,1.050,0.640,-0.640,Lo Curto et al. 2013,b
HD 103949,120.87800000,0.44600000,-0.44600000,0.439000,0.009000,-0.009000,0.190000,0.120000,-0.120000,,,,0.03524,0.00724,-0.00724,0,,HIP 58374,179.548767,-23.923887,-10.28,0.15,-0.15,8.690,0.030,V (Johnson),0.990,0.020,,,,,,,4792.00,66.00,-54.00,,,,,,,Feng et al. 2019,b
EPIC 201238110,28.16560000,0.00270000,-0.00280000,,,,,,,,,,,,,0,0.167,,179.705933,-3.389389,,,,14.904,,Kepler-band,,,,,,,,,,,,,,,,,,Heller et al. 2019,b
HD 104067,55.80600000,0.04900000,-0.04900000,0.260000,0.000000,0.000000,0.000000,,,,,,0.16000,0.02000,-0.02000,0,,HIP 58451,179.791702,-20.353781,15.12,0.00,-0.00,7.930,,V (Johnson),0.990,,0.74,0.02,-0.02,0.000,,,4937.00,25.00,-25.00,4.49,0.09,-0.09,,,,Segransan et al. 2011,b
K2-242,6.51389000,0.00082000,-0.00083000,0.049400,0.000400,-0.000400,,,,,,,,,,0,0.227,,179.835907,-6.517851,,,,16.588,0.080,V (Johnson),1.459,0.310,0.37,0.01,-0.01,-0.010,0.160,-0.180,3459.00,65.00,-38.00,4.89,0.01,-0.01,,,,Livingston et al. 2018,b
K2-158,10.06049000,0.00134000,-0.00148000,0.088700,0.000800,-0.000800,,,,,,,,,,0,0.236,,179.939987,-5.721709,-36.00,0.78,-0.78,11.774,0.174,V (Johnson),0.562,0.271,0.95,0.02,-0.02,0.070,0.070,-0.070,5503.00,51.00,-48.00,4.45,0.02,-0.02,,,,Mayo et al. 2018,b
K2-158,5.90279000,0.00191000,-0.00233000,0.062200,0.000600,-0.000600,,,,,,,,,,0,0.114,,179.939987,-5.721709,-36.00,0.78,-0.78,11.774,0.174,V (Johnson),0.562,0.271,0.95,0.02,-0.02,0.070,0.070,-0.070,5503.00,51.00,-48.00,4.45,0.02,-0.02,,,,Livingston et al. 2018,c
HATS-56,4.32479900,0.00002700,-0.00002700,0.060430,0.000220,-0.000220,0.019000,,,83.290,0.210,-0.210,0.60200,0.03500,-0.03500,0,1.688,,180.165125,-45.799443,35.15,0.01,-0.01,11.578,0.023,V (Johnson),,,2.20,0.04,-0.04,0.190,0.024,-0.024,6536.00,31.00,-31.00,3.95,0.01,-0.01,1.894,0.077,-0.077,Espinoza et al. 2019,b
HATS-67,1.60917880,0.00000400,-0.00000400,0.030320,0.000150,-0.000150,0.057000,,,79.030,0.260,-0.260,1.45000,0.12000,-0.12000,0,1.685,,180.208826,-46.136424,-23.37,0.01,-0.01,13.653,0.010,V (Johnson),,,1.44,0.03,-0.03,0.332,0.052,-0.052,6594.00,33.00,-33.00,4.28,0.01,-0.01,0.510,0.240,-0.240,Hartman et al. 2018,b
K2-159,12.42205000,0.00180000,-0.00182000,0.101300,0.000800,-0.000900,,,,,,,,,,0,0.202,,180.540894,-3.580723,16.42,0.49,-0.49,11.994,0.206,V (Johnson),0.576,0.337,0.83,0.01,-0.01,-0.070,0.060,-0.060,5425.00,44.00,-44.00,4.56,0.01,-0.02,,,,Mayo et al. 2018,b
K2-243,11.54182000,0.00272000,-0.00221000,0.108700,0.001400,-0.001400,,,,,,,,,,0,0.194,,181.121399,-4.899185,5.79,0.38,-0.38,10.970,0.096,V (Johnson),0.537,0.136,1.39,0.03,-0.03,-0.030,0.180,-0.190,6570.00,269.00,-171.00,4.26,0.02,-0.03,,,,Livingston et al. 2018,b
K2-243,24.94598000,0.00491000,-0.00561000,0.181700,0.002200,-0.002400,,,,,,,,,,0,0.179,,181.121399,-4.899185,5.79,0.38,-0.38,10.970,0.096,V (Johnson),0.537,0.136,1.39,0.03,-0.03,-0.030,0.180,-0.190,6570.00,269.00,-171.00,4.26,0.02,-0.03,,,,Livingston et al. 2018,c
K2-241,26.81990000,0.00245000,-0.00247000,0.156700,0.000700,-0.000800,,,,,,,,,,0,0.227,,181.239365,-6.804924,-8.68,0.85,-0.85,11.970,0.226,V (Johnson),0.444,0.340,0.75,0.01,-0.01,-0.440,0.040,-0.030,5262.00,43.00,-39.00,4.54,0.01,-0.01,,,,Livingston et al. 2018,b
HD 104985,199.50500000,0.08500000,-0.08500000,0.950000,,,0.090000,0.009000,-0.009000,,,,8.30000,,,0,,HIP 58952,181.312988,76.905731,-20.20,0.16,-0.16,5.800,,V (Johnson),1.029,,11.00,,,-0.150,,,4877.00,,,2.85,,,,,,Sato et al. 2003,b
K2-246,5.76918000,0.00081000,-0.00082000,0.060200,0.000400,-0.000400,,,,,,,,,,0,0.311,,181.629715,-1.160560,,,,14.550,0.030,V (Johnson),0.670,0.036,0.94,0.03,-0.03,-0.190,0.030,-0.030,5610.00,32.00,-29.00,4.43,0.04,-0.03,,,,Livingston et al. 2018,b
K2-152,32.64790000,0.01141000,-0.01483000,0.171600,0.001200,-0.001200,,,,,,,,,,0,0.204,,181.632797,-5.827410,-6.70,1.02,-1.02,13.728,0.020,V (Johnson),1.370,0.063,0.61,0.01,-0.01,0.120,0.090,-0.080,4044.00,34.00,-35.00,4.67,0.01,-0.01,,,,Hirano et al. 2018,b
2MASS J12073346-3932539,,,,46.000000,5.000000,-5.000000,,,,,,,4.00000,1.00000,-1.00000,0,,,181.889447,-39.548332,,,,20.150,0.190,V (Johnson),,,,,,,,,,,,,,,0.008,0.004,-0.003,Chauvin et al. 2004,b
K2-132,9.17510000,0.00230000,-0.00270000,,,,,,,,,,0.49000,0.06000,-0.06000,0,1.300,,182.166397,-8.747175,10.37,0.55,-0.55,11.897,0.030,V (Johnson),1.037,0.058,3.85,0.13,-0.13,-0.010,0.080,-0.080,4840.00,90.00,-90.00,3.30,0.01,-0.01,8.500,4.500,-2.800,Grunblatt et al. 2017,b
K2-163,6.67311700,0.00031600,-0.00030300,,,,,,,88.253,1.280,-2.188,,,,,0.220,,182.329346,-0.539055,22.27,2.82,-2.82,13.129,0.020,V (Johnson),0.999,0.022,0.76,0.02,-0.01,0.140,0.080,-0.080,4937.00,50.00,-50.00,4.71,0.10,-0.10,,,,Mayo et al. 2018,b
K2-252,13.81513000,0.00461000,-0.00448000,0.104100,0.000800,-0.000700,,,,,,,,,,0,0.155,,182.366364,-8.309520,13.72,0.62,-0.62,12.847,0.050,V (Johnson),0.956,0.064,0.82,0.01,-0.01,-0.090,0.040,-0.040,5152.00,41.00,-39.00,4.50,0.02,-0.01,,,,Livingston et al. 2018,b
K2-156,0.81314000,0.00007000,-0.00008000,0.014900,0.000100,-0.000100,,,,,,,,,,0,0.103,,182.700180,-6.294205,-6.79,0.75,-0.75,13.424,0.010,V (Johnson),1.213,0.032,0.66,0.01,-0.01,-0.250,0.060,-0.060,4597.00,50.00,-50.00,4.62,0.02,-0.01,,,,Mayo et al. 2018,b
K2-131,0.36931000,0.00001000,-0.00001000,0.009500,0.000000,0.000000,,,,,,,,,,0,0.152,,182.751556,-9.765218,-5.27,1.13,-1.13,12.115,0.020,V (Johnson),0.939,0.045,0.75,0.01,-0.01,-0.170,0.030,-0.030,5245.00,46.00,-52.00,4.61,0.01,-0.01,,,,Dai et al. 2017,b
K2-248,7.17256000,0.00148000,-0.00142000,0.069900,0.001000,-0.001000,,,,,,,,,,0,0.229,,182.817245,-9.414005,,,,13.402,0.060,V (Johnson),0.832,0.085,0.92,0.02,-0.02,-0.100,0.040,-0.040,5528.00,97.00,-86.00,4.45,0.03,-0.03,,,,Livingston et al. 2018,b
WASP-56,4.61710000,0.00000300,-0.00000300,,,,0.000000,,,88.500,0.150,-0.150,0.45000,0.09000,-0.09000,0,0.940,,183.366285,23.055698,4.68,0.00,-0.00,11.484,0.115,V (Johnson),,,0.96,0.09,-0.09,0.120,,,5600.00,100.00,-100.00,4.50,,,,,,Faedi et al. 2013,b
K2-249,12.40900000,0.00337000,-0.00284000,0.115100,0.003000,-0.003100,,,,,,,,,,0,0.249,,183.366669,-8.995114,-23.71,1.23,-1.23,11.827,0.211,V (Johnson),0.304,0.281,1.57,0.06,-0.06,0.040,0.140,-0.160,6504.00,329.00,-419.00,4.16,0.05,-0.06,,,,Livingston et al. 2018,b
HD 106252,1531.00000000,4.70000000,-4.70000000,2.610000,0.040000,-0.040000,0.480000,0.010000,-0.010000,,,,6.93000,0.27000,-0.27000,0,,HIP 59610,183.372955,10.041638,15.40,0.50,-0.50,7.408,0.011,V (Johnson),0.616,0.020,1.10,0.02,-0.02,-0.060,,,5874.00,10.00,-10.00,4.36,0.02,-0.02,,,,Fischer et al. 2002,b
HD 106270,1888.00000000,16.00000000,-16.00000000,3.340000,0.200000,-0.200000,0.185000,0.027000,-0.027000,,,,10.13000,0.27000,-0.27000,0,,HIP 59625,183.405350,-9.513381,23.70,0.20,-0.20,7.580,,V (Johnson),0.742,0.019,2.66,,,,,,5509.00,,,3.72,,,,,,Johnson et al. 2011,b
K2-244,21.06884000,0.00320000,-0.00325000,0.141800,0.001000,-0.001100,,,,,,,,,,0,0.156,,183.468918,-3.831868,-19.25,0.73,-0.73,11.780,0.176,V (Johnson),0.421,0.250,0.92,0.02,-0.01,-0.290,0.030,-0.030,5677.00,38.00,-39.00,4.44,0.02,-0.02,,,,Livingston et al. 2018,b
HD 106315,9.55237000,0.00089000,-0.00089000,0.090700,0.001000,-0.001000,0.093000,0.110000,-0.068000,87.540,0.320,-0.320,0.03964,0.01007,-0.01007,0,0.218,,183.472473,-0.393484,-3.34,0.56,-0.38,8.951,0.018,V (Johnson),0.451,0.028,1.30,0.06,-0.06,-0.311,0.079,-0.079,6327.00,48.00,-48.00,4.25,0.04,-0.04,4.480,0.960,-0.960,Crossfield et al. 2017,b
HD 106315,21.05704000,0.00046000,-0.00046000,0.153600,0.001700,-0.001700,0.220000,0.150000,-0.150000,88.610,0.700,-0.250,0.04782,0.01164,-0.01164,0,0.388,,183.472473,-0.393484,-3.34,0.56,-0.38,8.951,0.018,V (Johnson),0.451,0.028,1.30,0.06,-0.06,-0.311,0.079,-0.079,6327.00,48.00,-48.00,4.25,0.04,-0.04,4.480,0.960,-0.960,Crossfield et al. 2017,c
K2-226,3.27108000,0.00049000,-0.00050000,0.041300,0.000500,-0.000500,,,,,,,,,,0,0.137,,183.645752,-9.562642,16.92,1.69,-1.69,12.308,0.010,V (Johnson),0.886,0.032,0.91,0.02,-0.02,-0.030,0.070,-0.070,5424.00,48.00,-46.00,4.47,0.03,-0.03,,,,Mayo et al. 2018,b
K2-157,0.36525700,0.00002900,-0.00002900,,,,,,,76.711,9.693,-18.255,,,,,0.094,,183.751343,-5.781991,43.90,1.20,-1.20,12.823,0.020,V (Johnson),0.786,0.022,0.88,0.05,-0.03,0.130,0.080,-0.080,5456.00,50.00,-50.00,4.55,0.10,-0.10,,,,Mayo et al. 2018,b
HD 106515 A,3630.00000000,12.00000000,-12.00000000,4.590000,0.010000,-0.010000,0.572000,0.011000,-0.011000,,,,9.61000,0.14000,-0.14000,0,,HIP 59743 A,183.777359,-7.257327,20.81,0.00,-0.00,7.972,0.014,V (Johnson),0.821,0.025,1.62,0.05,-0.05,0.030,0.020,-0.020,5362.00,29.00,-29.00,4.41,0.04,-0.04,11.700,0.200,-0.200,Marmier et al. 2013,b
K2-161,9.28318800,0.00205200,-0.00230000,,,,,,,87.251,1.991,-5.633,,,,,0.546,,183.793839,-3.495612,-19.13,0.76,-0.76,12.631,0.020,V (Johnson),0.951,0.022,2.57,0.31,-0.25,-0.030,0.080,-0.080,4972.00,50.00,-50.00,3.63,0.10,-0.10,,,,Mayo et al. 2018,b
K2-153,7.51574000,0.00205000,-0.00240000,0.061400,0.000400,-0.000400,,,,,,,,,,0,0.178,,183.809189,2.020953,,,,14.979,0.030,V (Johnson),1.454,0.153,0.53,0.01,-0.01,-0.090,0.080,-0.080,3845.00,37.00,-37.00,4.73,0.01,-0.01,,,,Hirano et al. 2018,b
K2-160,3.70587100,0.00007400,-0.00007600,,,,,,,88.254,1.197,-2.130,,,,,0.284,,184.054581,-3.553082,-10.34,1.66,-1.66,12.649,0.010,V (Johnson),0.654,0.014,0.91,0.04,-0.03,0.070,0.080,-0.080,5649.00,50.00,-50.00,4.61,0.10,-0.10,,,,Mayo et al. 2018,b
HD 106906,,,,650.000000,,,,,,,,,11.00000,2.00000,-2.00000,0,,HIP 59960,184.471634,-55.975525,11.10,2.00,-2.00,7.797,0.011,V (Johnson),0.440,0.019,,,,,,,6516.00,165.00,-165.00,,,,0.013,0.002,-0.002,Bailey et al. 2014,b
WISEP J121756.91+162640.2 A,,,,8.000000,1.300000,-1.300000,,,,,,,22.00000,2.00000,-2.00000,0,0.934,,184.487125,16.444500,,,,,,,,,0.09,0.00,-0.00,,,,575.00,25.00,-25.00,5.00,0.10,-0.10,6.000,2.000,-2.000,Liu et al. 2013,b
HD 107148,48.05600000,0.05700000,-0.05700000,0.269000,0.016000,-0.016000,0.050000,0.170000,-0.170000,,,,0.21000,0.03600,-0.03600,0,,HIP 60081,184.806213,-3.319789,25.20,,,8.015,0.012,V (Johnson),0.702,0.021,,,,0.314,,,5797.00,,,4.45,,,,,,Butler et al. 2006,b
K2-165,4.38274500,0.00051400,-0.00053600,,,,,,,87.054,2.053,-4.971,,,,,0.139,,184.900330,0.968397,-0.30,0.61,-0.61,11.331,0.117,V (Johnson),1.118,0.300,0.80,0.05,-0.03,-0.050,0.080,-0.080,5185.00,50.00,-50.00,4.46,0.10,-0.10,,,,Mayo et al. 2018,c
K2-165,2.35499200,0.00024600,-0.00026100,,,,,,,87.083,2.151,-4.383,,,,,0.114,,184.900330,0.968397,-0.30,0.61,-0.61,11.331,0.117,V (Johnson),1.118,0.300,0.80,0.05,-0.03,-0.050,0.080,-0.080,5185.00,50.00,-50.00,4.46,0.10,-0.10,,,,Mayo et al. 2018,b
K2-165,14.10136100,0.00114600,-0.00106500,,,,,,,89.002,0.722,-1.166,,,,,0.236,,184.900330,0.968397,-0.30,0.61,-0.61,11.331,0.117,V (Johnson),1.118,0.300,0.80,0.05,-0.03,-0.050,0.080,-0.080,5185.00,50.00,-50.00,4.46,0.10,-0.10,,,,Mayo et al. 2018,d
K2-250,4.01457000,0.00062000,-0.00057000,0.045900,0.000500,-0.000500,,,,,,,,,,0,0.218,,185.031769,-8.975785,,,,14.267,0.120,V (Johnson),0.929,0.144,0.81,0.02,-0.02,-0.090,0.040,-0.040,5172.00,46.00,-44.00,4.53,0.03,-0.03,,,,Livingston et al. 2018,b
11 Com,326.03000000,0.32000000,-0.32000000,1.290000,0.050000,-0.050000,0.231000,0.005000,-0.005000,,,,19.40000,1.50000,-1.50000,0,,HIP 60202,185.179276,17.792868,43.37,0.21,-0.21,4.740,,V (Johnson),1.010,,19.00,2.00,-2.00,-0.350,0.090,-0.090,4742.00,100.00,-100.00,2.31,0.10,-0.10,,,,Liu et al. 2008,b
K2-245,11.89307000,0.00065000,-0.00063000,0.095900,0.000600,-0.000600,,,,,,,,,,0,0.387,,185.181686,-1.590889,29.75,2.07,-2.07,12.212,0.160,V (Johnson),0.535,0.184,1.25,0.03,-0.03,-0.450,0.020,-0.020,5793.00,66.00,-52.00,4.16,0.02,-0.02,,,,Livingston et al. 2018,b
K2-166,3.80464000,0.00091000,-0.00105000,,,,,,,,,,,,,0,0.109,,185.188293,2.282436,,,,12.074,0.010,V (Johnson),0.566,0.032,,,,,,,,,,,,,,,,Heller et al. 2019,c
K2-166,8.52695000,0.00362000,-0.00370000,0.085800,0.001000,-0.000900,,,,,,,,,,0,0.195,,185.188293,2.282436,,,,12.074,0.010,V (Johnson),0.566,0.032,,,,,,,,,,,,,,,,Mayo et al. 2018,b
K2-223,0.50565000,0.00006000,-0.00005000,0.012700,0.000100,-0.000100,,,,,,,,,,0,0.079,,185.306152,-10.282037,9.40,0.46,-0.46,11.431,0.020,V (Johnson),0.701,0.036,0.99,0.01,-0.01,0.120,0.060,-0.060,5835.00,38.00,-40.00,4.48,0.01,-0.01,,,,Mayo et al. 2018,b
K2-223,4.56327000,0.00051000,-0.00049000,0.054900,0.000300,-0.000300,,,,,,,,,,0,0.140,,185.306152,-10.282037,9.40,0.46,-0.46,11.431,0.020,V (Johnson),0.701,0.036,0.99,0.01,-0.01,0.120,0.060,-0.060,5835.00,38.00,-40.00,4.48,0.01,-0.01,,,,Mayo et al. 2018,c
WASP-87,1.68279500,0.00000190,-0.00000190,0.029460,0.000750,-0.000750,0.000000,,,81.070,0.630,-0.630,2.18000,0.15000,-0.15000,0,1.385,,185.324708,-52.840833,-14.18,0.01,-0.01,,,,,,1.63,0.06,-0.06,,,,6450.00,120.00,-120.00,,,,,,,Addison et al. 2016,b
K2-254,4.09639000,0.00081000,-0.00079000,0.044800,0.000500,-0.000500,,,,,,,,,,0,0.145,,185.550751,-4.717236,,,,14.183,0.050,V (Johnson),1.203,0.054,0.67,0.01,-0.01,-0.140,0.180,-0.150,4629.00,168.00,-123.00,4.64,0.01,-0.01,,,,Livingston et al. 2018,b
K2-254,12.11839000,0.00303000,-0.00321000,0.092300,0.001000,-0.001000,,,,,,,,,,0,0.195,,185.550751,-4.717236,,,,14.183,0.050,V (Johnson),1.203,0.054,0.67,0.01,-0.01,-0.140,0.180,-0.150,4629.00,168.00,-123.00,4.64,0.01,-0.01,,,,Livingston et al. 2018,c
K2-162,9.45889000,0.00104000,-0.00107000,0.079500,0.000600,-0.000600,,,,,,,,,,0,0.128,,186.038666,-1.111351,-30.70,0.56,-0.56,12.300,0.040,V (Johnson),1.010,0.064,0.69,0.01,-0.01,-0.170,0.050,-0.060,4842.00,49.00,-45.00,4.63,0.01,-0.01,,,,Mayo et al. 2018,b
K2-253,4.00167000,0.00013000,-0.00013000,0.050600,0.001000,-0.001100,,,,,,,,,,0,1.130,,186.085403,-6.378884,,,,14.868,0.070,V (Johnson),0.938,0.106,1.10,0.04,-0.04,0.000,0.170,-0.190,6027.00,221.00,-240.00,4.39,0.03,-0.05,,,,Livingston et al. 2018,b
K2-256,5.52011000,0.00239000,-0.00289000,0.057800,0.000800,-0.000800,,,,,,,,,,0,0.235,,186.227158,-2.065931,,,,14.939,0.010,V (Johnson),0.762,0.014,0.78,0.02,-0.02,-0.100,0.170,-0.170,5219.00,179.00,-136.00,4.58,0.01,-0.02,,,,Livingston et al. 2018,b
HD 108147,10.89850000,0.00450000,-0.00450000,0.102000,0.005900,-0.005900,0.530000,0.120000,-0.120000,,,,0.26100,0.04000,-0.04000,0,,HIP 60644,186.442780,-64.022087,5.03,0.00,-0.00,6.995,0.010,V (Johnson),0.538,0.018,,,,0.200,0.060,-0.060,6265.00,40.00,-40.00,4.59,0.15,-0.15,,,,Pepe et al. 2002,b
K2-225,15.87209000,0.00387000,-0.00338000,0.134000,0.001000,-0.001000,,,,,,,,,,0,0.311,,186.541290,-9.624804,42.10,1.02,-1.02,11.836,0.158,V (Johnson),0.429,0.228,1.70,0.04,-0.04,0.380,0.060,-0.060,5742.00,49.00,-47.00,4.08,0.02,-0.02,,,,Mayo et al. 2018,b
HATS-58 A,4.21808960,0.00000890,-0.00000890,0.057980,0.000570,-0.000570,0.168000,,,85.690,0.330,-0.330,1.03000,0.23000,-0.23000,0,1.095,,186.787387,-48.978397,19.29,0.01,-0.01,11.552,0.019,V (Johnson),,,1.43,0.06,-0.06,,,,7175.00,54.00,-54.00,4.29,0.03,-0.03,0.310,0.330,-0.200,Espinoza et al. 2019,b
